Unnamed: 0,uid,user_city,item_id,author_id,item_city,channel,finish,like,music_id,duration_time,real_time,H,date
3097238,4353,129.0,105503,1811,35.0,0,0,0,5932.0,10,2019-10-06 04:05:33,4,2019-10-06
2543300,10361,45.0,1702793,761589,33.0,0,0,0,35.0,21,2019-10-28 08:32:27,8,2019-10-28
890597,14427,29.0,1722,45937,253.0,0,0,0,668.0,27,2019-10-24 23:41:50,23,2019-10-24
2721111,32729,336.0,3976,25197,29.0,0,1,0,468.0,6,2019-10-24 18:44:50,18,2019-10-24
519903,18447,71.0,12488,39202,178.0,0,0,0,298.0,9,2019-10-24 20:43:00,20,2019-10-24
1882017,3885,31.0,136939,13211,261.0,0,0,0,585.0,7,2019-10-24 19:07:39,19,2019-10-24
1426864,5796,148.0,1211330,172194,80.0,0,1,0,208.0,10,2019-10-22 03:29:13,3,2019-10-22
2007890,5057,24.0,23,125497,144.0,0,1,0,468.0,16,2019-10-26 23:17:33,23,2019-10-26
792243,16333,6.0,3686984,46491,33.0,0,1,0,1499.0,10,2019-10-04 17:32:37,17,2019-10-04
2077843,17959,167.0,565,191,150.0,0,1,0,472.0,7,2019-10-27 03:09:43,3,2019-10-27
4082398,35160,95.0,1773821,89191,177.0,0,0,0,220.0,9,2019-10-29 00:04:18,0,2019-10-29
1925193,31275,30.0,628053,83989,78.0,0,0,0,68.0,6,2019-10-27 09:20:00,9,2019-10-27
1366816,26957,15.0,645308,28247,282.0,0,1,0,22.0,10,2019-10-27 10:04:54,10,2019-10-27
4262087,8877,143.0,431547,14399,10.0,0,0,0,270.0,10,2019-10-01 23:57:14,23,2019-10-01
2466174,11677,134.0,9350,21685,67.0,0,1,0,11910.0,7,2019-10-15 02:43:17,2,2019-10-15
1456308,32392,66.0,1832529,215038,31.0,0,1,0,448.0,7,2019-10-28 20:17:26,20,2019-10-28
4651109,17635,91.0,146919,24615,20.0,0,1,0,2374.0,10,2019-10-25 22:45:12,22,2019-10-25
2948680,46203,91.0,379997,21116,22.0,0,1,0,4698.0,9,2019-10-24 21:16:54,21,2019-10-24
5873094,53238,159.0,1612548,121878,63.0,0,0,0,6909.0,10,2019-10-19 03:49:00,3,2019-10-19
540035,30868,345.0,76003,303195,129.0,0,0,0,6024.0,10,2019-10-25 02:18:14,2,2019-10-25
3704921,8038,305.0,633986,229856,11.0,0,0,0,2468.0,9,2019-10-23 23:14:57,23,2019-10-23
4527103,19432,35.0,686820,214939,154.0,0,0,0,34487.0,10,2019-10-29 06:19:06,6,2019-10-29
2313402,1325,102.0,2670140,542732,39.0,0,0,0,16937.0,7,2019-10-23 01:07:46,1,2019-10-23
3468979,11148,81.0,19663,5499,3.0,0,0,0,762.0,5,2019-10-18 15:53:39,15,2019-10-18
2548830,8129,210.0,640750,20,39.0,0,1,0,6492.0,20,2019-10-29 19:56:17,19,2019-10-29
1301813,14178,116.0,776,7915,50.0,0,0,0,74.0,9,2019-10-21 21:25:41,21,2019-10-21
3503082,1607,149.0,1215582,457349,35.0,0,0,0,30.0,9,2019-10-22 06:12:29,6,2019-10-22
2905488,1122,36.0,113312,43139,85.0,0,1,0,218.0,10,2019-10-22 18:31:21,18,2019-10-22
3324913,31507,280.0,497051,170023,170.0,0,0,0,7455.0,4,2019-10-07 02:48:16,2,2019-10-07
262929,1229,342.0,313086,18032,32.0,0,0,0,570.0,9,2019-10-08 07:09:23,7,2019-10-08
5790471,406,123.0,1812637,132448,11.0,0,1,0,603.0,9,2019-10-27 18:50:52,18,2019-10-27
4431970,26115,214.0,1,2758,63.0,0,0,0,574.0,9,2019-10-27 05:41:48,5,2019-10-27
5161595,35685,295.0,4735,28179,237.0,0,0,0,32250.0,9,2019-10-26 22:53:11,22,2019-10-26
5851355,16904,49.0,636139,343436,33.0,0,0,0,226.0,10,2019-10-29 07:36:46,7,2019-10-29
972722,10287,45.0,5619,26262,84.0,0,0,0,222.0,21,2019-10-25 22:40:03,22,2019-10-25
5806984,1099,2.0,2356,8815,20.0,0,0,0,68.0,20,2019-10-24 18:55:41,18,2019-10-24
1433131,26885,40.0,3525457,73349,39.0,0,0,0,370.0,8,2019-10-24 17:40:25,17,2019-10-24
1384759,21052,6.0,1089794,87434,42.0,0,1,0,44765.0,9,2019-10-10 00:15:16,0,2019-10-10
1994432,10928,114.0,2914600,214167,31.0,0,0,0,63499.0,9,2019-10-24 02:45:49,2,2019-10-24
5205172,44813,107.0,53791,89187,10.0,0,1,0,975.0,19,2019-10-22 07:44:12,7,2019-10-22
3922900,55906,56.0,475,826,113.0,0,1,0,208.0,26,2019-10-26 01:38:49,1,2019-10-26
3684097,1849,100.0,776,7915,50.0,0,0,0,74.0,9,2019-10-21 21:25:41,21,2019-10-21
4872019,4089,220.0,1735427,765328,194.0,0,0,0,110.0,10,2019-10-28 22:05:26,22,2019-10-28
4602054,22560,272.0,291856,1082,11.0,0,1,0,155.0,21,2019-09-30 00:28:07,0,2019-09-30
539358,26327,169.0,515303,263691,9.0,0,1,0,5954.0,10,2019-10-23 07:44:07,7,2019-10-23
301323,18969,98.0,1988481,72854,135.0,0,0,0,893.0,10,2019-10-11 01:31:14,1,2019-10-11
740314,8062,5.0,590972,92612,39.0,0,0,0,5853.0,9,2019-10-01 08:54:33,8,2019-10-01
3580274,6547,45.0,16664,6103,134.0,0,0,0,656.0,10,2019-10-09 00:16:11,0,2019-10-09
5548750,12293,97.0,49503,62388,1.0,0,1,0,116.0,9,2019-10-26 04:59:34,4,2019-10-26
4684806,30751,180.0,2911725,176493,0.0,0,0,0,668.0,5,2019-10-23 23:44:08,23,2019-10-23
643361,2395,21.0,10318,19675,247.0,0,0,0,22.0,3,2019-10-25 20:59:40,20,2019-10-25
786576,2388,30.0,3586198,332609,122.0,0,0,0,43.0,9,2019-10-24 21:16:30,21,2019-10-24
1542180,30994,121.0,44971,154528,113.0,0,0,0,4.0,34,2019-10-27 06:16:40,6,2019-10-27
2308809,35523,262.0,15669,67764,6.0,0,1,0,68.0,11,2019-10-19 02:11:40,2,2019-10-19
5177145,4864,88.0,433652,50130,79.0,0,0,0,5612.0,9,2019-10-11 05:53:07,5,2019-10-11
3365045,13221,8.0,131766,1395,137.0,0,0,0,3572.0,9,2019-10-25 02:37:39,2,2019-10-25
1882366,1826,233.0,3270779,31884,44.0,0,0,0,129.0,7,2019-10-28 04:56:05,4,2019-10-28
1761820,3171,73.0,638572,336725,26.0,0,0,0,22.0,9,2019-10-29 19:39:59,19,2019-10-29
2583961,31724,16.0,25807,21711,140.0,0,0,0,21678.0,8,2019-10-25 17:14:47,17,2019-10-25
4341761,6827,154.0,99352,713,80.0,0,1,0,22.0,10,2019-10-24 04:15:51,4,2019-10-24
1430950,62284,13.0,1299021,129474,206.0,0,1,0,875.0,10,2019-09-25 18:13:57,18,2019-09-25
339789,47860,238.0,6945,33282,148.0,0,0,0,166.0,18,2019-10-06 23:06:27,23,2019-10-06
5012431,64464,40.0,7884,18459,64.0,0,0,0,181.0,10,2019-10-10 08:04:11,8,2019-10-10
3393418,40778,16.0,178343,65761,205.0,0,1,0,9159.0,14,2019-10-25 20:45:03,20,2019-10-25
5440340,12158,233.0,396900,370,211.0,0,0,0,3479.0,10,2019-09-30 21:30:10,21,2019-09-30
1562839,6967,120.0,10552,56018,25.0,0,1,0,879.0,21,2019-10-23 22:27:58,22,2019-10-23
4883910,6555,294.0,60927,6727,33.0,0,0,0,32654.0,9,2019-10-26 01:12:16,1,2019-10-26
2245396,41802,69.0,50735,19285,79.0,0,0,0,106.0,7,2019-10-22 00:25:51,0,2019-10-22
2146941,517,228.0,222162,71285,122.0,0,0,0,6595.0,9,2019-10-24 00:50:44,0,2019-10-24
3656617,59438,42.0,4028559,738162,135.0,0,1,0,216.0,9,2019-10-07 20:59:14,20,2019-10-07
3533737,36069,154.0,648631,9837,78.0,0,0,0,3638.0,7,2019-10-29 03:06:45,3,2019-10-29
1683717,17015,98.0,1217598,457692,180.0,0,0,0,199.0,7,2019-10-21 02:16:24,2,2019-10-21
1058008,21178,202.0,81127,48421,252.0,0,0,0,701.0,8,2019-10-21 18:54:02,18,2019-10-21
5491847,2327,8.0,1648239,1004,65.0,0,1,0,43.0,9,2019-10-14 23:50:38,23,2019-10-14
1146123,33293,26.0,25874,562,134.0,0,0,1,1283.0,11,2019-10-05 23:29:47,23,2019-10-05
1323049,37534,180.0,36095,40308,23.0,0,0,0,5481.0,10,2019-10-18 22:11:13,22,2019-10-18
5232224,18560,6.0,360569,110100,42.0,0,0,0,3039.0,9,2019-10-25 01:42:46,1,2019-10-25
742270,832,105.0,573004,43901,281.0,0,0,0,9283.0,10,2019-10-27 08:40:46,8,2019-10-27
4684579,31195,77.0,2414744,21238,106.0,0,0,0,501.0,7,2019-10-23 19:28:14,19,2019-10-23
4074672,45590,172.0,247216,59515,22.0,0,1,0,9299.0,19,2019-10-13 06:47:23,6,2019-10-13
3118257,13927,18.0,3181480,40191,74.0,0,0,0,708.0,10,2019-09-27 04:56:28,4,2019-09-27
5140008,31385,119.0,1351620,477392,38.0,0,0,0,222.0,10,2019-10-21 22:06:25,22,2019-10-21
4953572,10007,78.0,52674,53391,19.0,0,1,0,7711.0,9,2019-10-24 22:42:36,22,2019-10-24
474987,170,109.0,1221624,47645,14.0,0,0,0,2171.0,9,2019-10-17 23:19:46,23,2019-10-17
5886005,3085,57.0,526998,32993,70.0,0,1,0,550.0,2,2019-10-25 07:05:33,7,2019-10-25
4737998,9511,168.0,305502,5512,7.0,0,0,0,1778.0,10,2019-10-25 09:06:58,9,2019-10-25
273492,43,16.0,930708,103701,11.0,0,1,1,263.0,9,2019-10-24 13:31:04,13,2019-10-24
3949044,30385,180.0,26995,31260,35.0,0,0,0,337.0,10,2019-10-18 03:28:44,3,2019-10-18
2869326,14564,139.0,639931,90635,128.0,0,0,0,678.0,10,2019-10-26 05:40:29,5,2019-10-26
1311990,3085,40.0,4087251,748587,160.0,0,0,0,25.0,5,2019-10-25 00:23:35,0,2019-10-25
5148364,1097,95.0,637933,2977,31.0,0,1,0,133.0,6,2019-10-28 04:55:07,4,2019-10-28
3489899,31538,189.0,266162,105054,20.0,0,0,0,628.0,8,2019-10-26 19:50:32,19,2019-10-26
3476466,8209,57.0,715927,99902,10.0,0,0,0,5789.0,19,2019-10-20 21:22:04,21,2019-10-20
1636246,2603,3.0,183667,249597,4.0,0,0,0,148.0,23,2019-10-27 04:01:46,4,2019-10-27
163262,10795,13.0,990886,509025,8.0,0,0,0,250.0,10,2019-10-29 08:14:38,8,2019-10-29
4851280,10495,54.0,2537518,93818,188.0,0,0,0,25.0,10,2019-10-22 21:20:40,21,2019-10-22
524898,3384,47.0,1974430,28924,113.0,0,1,0,208.0,9,2019-10-23 05:14:10,5,2019-10-23
4912125,46717,110.0,1057325,242386,229.0,0,0,0,1364.0,3,2019-10-13 19:08:17,19,2019-10-13
1358069,32890,73.0,41315,13247,44.0,0,0,0,1717.0,10,2019-10-24 23:32:59,23,2019-10-24
66853,27394,235.0,1503632,1334,22.0,0,0,0,289.0,10,2019-10-22 03:45:34,3,2019-10-22
4034741,40649,171.0,26338,9646,42.0,0,1,0,3833.0,7,2019-10-07 17:53:08,17,2019-10-07
118004,31734,42.0,71127,39920,32.0,0,1,0,1313.0,21,2019-10-19 23:36:52,23,2019-10-19
3069811,419,73.0,1998780,57486,178.0,0,0,0,1083.0,4,2019-10-22 23:15:46,23,2019-10-22
1470305,41061,65.0,1148,14967,25.0,0,1,0,1954.0,9,2019-10-27 00:28:11,0,2019-10-27
2718353,6390,91.0,639911,3878,54.0,0,1,0,11877.0,10,2019-10-29 03:05:51,3,2019-10-29
5043536,2593,236.0,639617,6322,133.0,0,0,0,25.0,10,2019-10-17 04:50:04,4,2019-10-17
3990060,1104,70.0,63277,109609,208.0,0,1,0,4113.0,8,2019-10-07 00:35:15,0,2019-10-07
3078564,26104,50.0,2804,7134,60.0,0,1,0,59.0,11,2019-10-26 19:52:49,19,2019-10-26
4407318,11356,71.0,1129289,52450,7.0,0,0,0,17243.0,9,2019-10-27 17:25:44,17,2019-10-27
5808688,9547,129.0,9940,9,73.0,0,0,0,1760.0,9,2019-10-08 04:58:01,4,2019-10-08
388470,19894,24.0,2696723,287358,223.0,0,0,0,57.0,10,2019-09-24 00:21:50,0,2019-09-24
4274500,32623,147.0,146988,9951,1.0,0,1,0,8.0,5,2019-10-23 22:30:41,22,2019-10-23
3965212,11397,70.0,647030,77791,11.0,0,1,0,3417.0,9,2019-10-29 08:34:32,8,2019-10-29
3252322,31156,82.0,1649858,144161,14.0,0,0,0,5176.0,9,2019-10-23 21:37:05,21,2019-10-23
1748815,38466,123.0,321744,93550,240.0,0,0,0,5233.0,10,2019-10-22 11:47:38,11,2019-10-22
1689220,6574,119.0,633227,3040,19.0,0,1,0,11898.0,10,2019-10-30 00:09:40,0,2019-10-30
3881892,3109,69.0,63585,16728,78.0,0,1,0,1390.0,10,2019-10-04 07:28:12,7,2019-10-04
1958030,30821,264.0,824196,6536,22.0,0,1,0,8899.0,21,2019-10-27 23:59:46,23,2019-10-27
3031620,28407,126.0,121731,35341,7.0,0,1,0,170.0,10,2019-10-09 21:23:44,21,2019-10-09
3100035,1282,21.0,739851,112608,125.0,0,0,0,220.0,9,2019-10-27 07:14:26,7,2019-10-27
5703364,39532,153.0,1222502,3885,314.0,0,0,0,10880.0,7,2019-10-21 23:21:00,23,2019-10-21
2365813,33663,94.0,5499,8888,96.0,0,1,0,220.0,21,2019-10-26 23:31:50,23,2019-10-26
5301180,53456,57.0,28188,583630,2.0,0,1,0,116.0,10,2019-10-25 11:17:50,11,2019-10-25
4101836,9721,16.0,1090943,84196,182.0,0,0,0,5365.0,9,2019-10-01 03:19:46,3,2019-10-01
1643404,11765,175.0,738441,38463,189.0,0,0,0,1340.0,10,2019-10-20 00:23:25,0,2019-10-20
2942667,7165,56.0,246200,113147,58.0,0,0,0,22.0,10,2019-10-27 06:43:20,6,2019-10-27
4519598,23912,317.0,881656,248371,73.0,0,0,0,779.0,10,2019-10-07 09:27:43,9,2019-10-07
940922,681,176.0,909377,5835,126.0,0,0,0,1026.0,8,2019-10-14 23:03:41,23,2019-10-14
18108,1433,6.0,299746,11213,45.0,0,1,0,7060.0,9,2019-10-01 02:00:53,2,2019-10-01
3108608,21544,160.0,23445,4951,4.0,0,1,0,108.0,14,2019-10-03 16:11:43,16,2019-10-03
3395066,21644,35.0,1377081,379024,33.0,0,0,0,249.0,9,2019-10-16 14:23:18,14,2019-10-16
4929740,16005,71.0,3525292,32617,135.0,0,0,0,59.0,10,2019-10-24 19:20:33,19,2019-10-24
5414564,1795,142.0,1980,1690,42.0,0,0,0,239.0,12,2019-10-20 22:25:33,22,2019-10-20
2803875,16888,45.0,551395,30980,42.0,0,0,0,740.0,8,2019-10-21 21:49:59,21,2019-10-21
399555,34235,115.0,3827707,261257,261.0,0,0,0,138.0,9,2019-10-24 21:39:24,21,2019-10-24
425082,46161,106.0,185812,174140,8.0,0,0,0,3600.0,40,2019-10-16 18:03:19,18,2019-10-16
5008302,55012,185.0,10552,56018,25.0,0,1,0,879.0,21,2019-10-23 22:27:58,22,2019-10-23
2995837,23813,33.0,370921,89306,69.0,0,0,0,74.0,10,2019-10-05 00:51:08,0,2019-10-05
1393036,65285,78.0,119413,78099,80.0,0,0,0,6847.0,7,2019-10-06 03:42:54,3,2019-10-06
5326470,8270,78.0,519427,8629,297.0,0,0,0,1244.0,10,2019-10-20 00:18:05,0,2019-10-20
5071965,30871,143.0,35079,3789,17.0,0,1,0,2317.0,7,2019-10-22 22:23:04,22,2019-10-22
3915297,12465,176.0,637759,117342,44.0,0,0,0,5926.0,5,2019-10-29 05:41:58,5,2019-10-29
603842,11429,13.0,660833,393642,41.0,0,0,0,68.0,9,2019-10-28 23:21:30,23,2019-10-28
591438,18832,45.0,2537508,259749,177.0,0,0,0,43536.0,2,2019-10-22 08:52:32,8,2019-10-22
5214546,10927,160.0,640690,245851,97.0,0,1,0,622.0,9,2019-10-12 09:11:39,9,2019-10-12
1003691,8263,81.0,191709,7309,35.0,0,1,0,416.0,10,2019-10-21 23:52:48,23,2019-10-21
3682460,6378,241.0,135123,37890,169.0,0,1,0,997.0,16,2019-10-25 00:33:26,0,2019-10-25
4027941,62157,71.0,13467,4947,90.0,0,0,0,2260.0,11,2019-10-23 05:18:21,5,2019-10-23
2158877,2102,25.0,1848747,48436,260.0,0,0,0,108.0,10,2019-10-19 18:50:57,18,2019-10-19
3859782,59988,6.0,2911792,52012,44.0,0,0,0,13904.0,6,2019-10-23 22:06:45,22,2019-10-23
734496,3832,109.0,1070005,77058,259.0,0,0,0,4860.0,9,2019-10-12 22:35:04,22,2019-10-12
2976918,16978,193.0,11113,27812,148.0,0,0,0,22.0,7,2019-10-25 22:10:58,22,2019-10-25
80866,6523,169.0,6148,1908,134.0,0,0,0,277.0,40,2019-10-14 22:25:39,22,2019-10-14
4524200,12131,89.0,645664,5874,1.0,0,0,0,1178.0,9,2019-10-28 02:05:46,2,2019-10-28
2725950,35893,21.0,1415655,17617,237.0,0,1,0,2997.0,5,2019-10-18 01:55:10,1,2019-10-18
5662184,6390,91.0,245295,3225,54.0,0,0,0,3532.0,9,2019-10-22 02:19:55,2,2019-10-22
5077476,1010,252.0,678852,645457,75.0,0,0,0,199.0,9,2019-10-06 01:12:47,1,2019-10-06
1973649,7369,99.0,4924,6248,11.0,0,0,0,2270.0,21,2019-10-24 11:12:19,11,2019-10-24
2077317,54344,122.0,150,5788,71.0,0,1,0,7104.0,10,2019-10-27 01:38:46,1,2019-10-27
1796640,16766,44.0,2313649,77519,249.0,0,0,0,272.0,10,2019-10-19 02:53:05,2,2019-10-19
5201016,17822,69.0,189393,34542,7.0,0,0,0,893.0,10,2019-10-05 20:26:31,20,2019-10-05
1828218,11174,16.0,42646,6365,160.0,0,1,0,895.0,9,2019-10-23 06:27:10,6,2019-10-23
3059453,10230,167.0,28992,23643,42.0,0,0,0,815.0,3,2019-10-20 00:14:17,0,2019-10-20
2450292,5525,45.0,1085802,134415,45.0,0,0,0,1947.0,10,2019-10-13 18:28:30,18,2019-10-13
5424919,7752,117.0,68415,10382,66.0,0,0,0,5536.0,21,2019-10-05 17:50:39,17,2019-10-05
1017267,44728,242.0,3910,219,244.0,0,0,0,512.0,10,2019-10-26 20:20:03,20,2019-10-26
4985270,8031,8.0,3322722,26741,201.0,0,1,0,220.0,7,2019-10-25 07:19:01,7,2019-10-25
2684993,54038,52.0,574080,23736,152.0,0,1,0,19359.0,4,2019-10-22 22:28:36,22,2019-10-22
4676323,20497,13.0,95193,34621,108.0,0,1,0,4889.0,7,2019-10-16 08:07:24,8,2019-10-16
5452529,32637,25.0,729015,11657,0.0,0,0,0,605.0,10,2019-10-19 16:31:10,16,2019-10-19
1088213,19745,134.0,1947456,119878,20.0,0,1,0,4.0,12,2019-10-28 10:32:55,10,2019-10-28
2676415,34674,29.0,2821966,567662,118.0,0,0,0,4545.0,9,2019-10-23 06:56:16,6,2019-10-23
4517525,5048,28.0,2971170,141874,74.0,0,1,0,2296.0,7,2019-10-24 06:00:16,6,2019-10-24
3655869,5581,47.0,10767,360654,20.0,0,0,0,388.0,10,2019-10-25 00:10:26,0,2019-10-25
3160291,22107,150.0,2859176,254544,42.0,0,0,0,5062.0,10,2019-10-18 06:25:40,6,2019-10-18
4867320,2161,109.0,24549,15940,131.0,0,0,0,59.0,9,2019-10-15 04:36:15,4,2019-10-15
1361947,1498,14.0,1036104,190673,42.0,0,0,0,9990.0,9,2019-10-05 20:30:16,20,2019-10-05
1872043,61245,91.0,224427,63567,10.0,0,1,0,2829.0,9,2019-10-08 00:32:09,0,2019-10-08
2234405,2397,7.0,1219798,6979,159.0,0,0,0,3551.0,10,2019-10-07 06:16:53,6,2019-10-07
3292887,7962,67.0,13852,71440,50.0,0,0,0,325.0,7,2019-10-26 02:32:59,2,2019-10-26
1100918,580,165.0,60900,118948,22.0,0,0,0,3079.0,7,2019-10-26 17:01:58,17,2019-10-26
1370289,8608,221.0,2841769,200032,9.0,0,0,0,1809.0,10,2019-10-22 14:29:38,14,2019-10-22
1654055,8071,181.0,633671,70638,83.0,0,0,0,11433.0,10,2019-10-29 01:00:43,1,2019-10-29
4791542,352,109.0,230114,12470,84.0,0,1,0,1761.0,10,2019-10-25 00:13:46,0,2019-10-25
2745433,4489,92.0,486184,25742,9.0,0,1,0,35.0,9,2019-10-19 18:56:52,18,2019-10-19
2297768,9616,91.0,64168,19396,14.0,0,0,0,1199.0,9,2019-10-23 16:38:49,16,2019-10-23
3137304,1404,129.0,671277,644662,245.0,0,1,0,68.0,11,2019-10-28 02:34:18,2,2019-10-28
1945742,36393,3.0,70064,48720,134.0,0,1,0,9487.0,39,2019-10-22 19:14:54,19,2019-10-22
1505351,33407,134.0,8748,57,244.0,0,1,1,512.0,10,2019-10-26 00:33:09,0,2019-10-26
5033174,1868,219.0,1594896,132270,75.0,0,1,0,656.0,9,2019-10-02 06:14:53,6,2019-10-02
4187955,2842,77.0,647808,23693,89.0,0,1,0,33.0,10,2019-10-30 03:59:34,3,2019-10-30
4367000,20399,164.0,674221,351273,20.0,0,0,0,835.0,18,2019-10-28 23:31:13,23,2019-10-28
481340,13306,150.0,4048851,741769,74.0,0,1,0,2249.0,10,2019-10-26 01:00:21,1,2019-10-26
4784258,23559,217.0,3789,22300,28.0,0,1,0,110.0,9,2019-10-26 23:18:58,23,2019-10-26
1104254,22467,187.0,149599,8900,78.0,0,1,0,25.0,30,2019-10-17 11:08:29,11,2019-10-17
1699986,39673,167.0,2103529,89661,53.0,0,1,0,220.0,7,2019-10-24 09:13:53,9,2019-10-24
1767720,44586,180.0,1248469,89611,85.0,0,0,0,1063.0,9,2019-09-24 15:49:11,15,2019-09-24
2833270,1781,57.0,21822,106403,234.0,0,0,0,2326.0,10,2019-10-19 06:18:54,6,2019-10-19
5669639,61376,158.0,16153,14899,302.0,0,0,0,431.0,41,2019-10-10 03:04:26,3,2019-10-10
702049,46772,199.0,513166,231299,125.0,0,0,0,63.0,10,2019-10-08 20:38:15,20,2019-10-08
564908,45248,80.0,20034,309,331.0,0,1,0,468.0,10,2019-10-22 23:57:54,23,2019-10-22
1381075,46210,147.0,36079,4319,32.0,0,0,0,375.0,12,2019-10-12 05:03:23,5,2019-10-12
5036030,5198,76.0,1684468,17854,78.0,0,0,0,371.0,10,2019-10-29 04:20:01,4,2019-10-29
606123,19102,62.0,1944384,789437,45.0,0,0,0,20425.0,18,2019-10-28 21:28:03,21,2019-10-28
2980123,13702,97.0,154742,227338,84.0,0,1,0,4743.0,7,2019-10-07 00:24:56,0,2019-10-07
2713098,11299,68.0,25467,25579,133.0,0,1,0,1760.0,10,2019-10-08 21:29:26,21,2019-10-08
1486920,1091,225.0,1374322,343698,148.0,0,0,0,296.0,10,2019-09-24 23:53:22,23,2019-09-24
2005112,23045,217.0,115670,43139,4.0,0,0,0,2255.0,9,2019-10-21 18:13:10,18,2019-10-21
2604572,32830,93.0,437031,157336,8.0,0,1,0,307.0,40,2019-10-06 03:59:37,3,2019-10-06
1001355,24042,107.0,639615,3254,35.0,0,0,0,1340.0,9,2019-10-28 22:39:43,22,2019-10-28
5499771,8392,97.0,141483,78756,4.0,0,1,0,63.0,10,2019-10-27 01:14:55,1,2019-10-27
1117500,37490,70.0,2537372,8952,38.0,0,0,0,216.0,10,2019-10-23 06:04:02,6,2019-10-23
4214273,1155,155.0,1425391,19530,32.0,0,0,0,8978.0,37,2019-10-19 16:59:41,16,2019-10-19
2814902,30707,111.0,279868,66533,171.0,0,0,0,4412.0,9,2019-10-21 21:52:33,21,2019-10-21
3831152,4232,96.0,646986,372405,268.0,0,1,0,562.0,9,2019-10-28 05:52:01,5,2019-10-28
4843483,12586,18.0,658602,12930,39.0,0,0,0,63.0,7,2019-10-28 02:55:04,2,2019-10-28
4664648,4017,33.0,264421,42911,32.0,0,0,0,5447.0,9,2019-09-28 01:42:24,1,2019-09-28
5763341,3739,19.0,18136,3697,74.0,0,0,0,102.0,7,2019-10-23 07:10:10,7,2019-10-23
1863223,2401,155.0,1002980,10422,160.0,0,1,0,550.0,14,2019-10-03 08:43:12,8,2019-10-03
1933524,5391,80.0,33212,108213,41.0,0,0,0,696.0,9,2019-10-20 20:03:59,20,2019-10-20
4789066,35040,73.0,136550,18744,63.0,0,0,0,408.0,21,2019-10-23 21:17:47,21,2019-10-23
5593704,1436,47.0,926823,247440,52.0,0,1,0,272.0,6,2019-10-23 23:18:53,23,2019-10-23
3775815,8974,13.0,1871242,704379,32.0,0,1,0,12474.0,9,2019-10-28 22:42:02,22,2019-10-28
4610583,34820,6.0,2537911,519251,8.0,0,0,0,74.0,10,2019-10-22 08:34:47,8,2019-10-22
4076580,35949,228.0,633214,14563,6.0,0,0,0,6008.0,9,2019-10-29 06:48:05,6,2019-10-29
49050,2915,6.0,1966415,563547,170.0,0,0,0,12509.0,11,2019-10-29 04:15:32,4,2019-10-29
846149,15622,181.0,305151,607654,64.0,0,1,0,8.0,2,2019-10-24 07:55:16,7,2019-10-24
5546530,13829,68.0,638089,152095,6.0,0,0,0,372.0,21,2019-10-13 04:59:17,4,2019-10-13
671228,15997,35.0,635185,5699,0.0,0,0,0,948.0,10,2019-10-29 01:33:07,1,2019-10-29
5115480,30611,81.0,8326,1960,84.0,0,0,0,1705.0,10,2019-10-26 01:06:02,1,2019-10-26
2269869,28411,135.0,7596,2191,41.0,0,0,0,578.0,9,2019-10-21 00:41:09,0,2019-10-21
536750,603,98.0,51,6299,140.0,0,0,0,27797.0,10,2019-10-27 01:17:57,1,2019-10-27
